FIPStxt,State,CENSUS_2020_POP
42061,PA,"44,092"
42063,PA,"83,246"
42065,PA,"44,492"
42067,PA,"23,509"
42069,PA,"215,896"
42071,PA,"552,984"
42073,PA,"86,070"
42075,PA,"143,257"
42077,PA,"374,557"
42079,PA,"325,594"
42081,PA,"114,188"
42083,PA,"40,432"
42085,PA,"110,652"
42087,PA,"46,143"
42089,PA,"168,327"
42091,PA,"856,553"
42093,PA,"18,136"
42095,PA,"312,951"
42097,PA,"91,647"
42099,PA,"45,842"
42101,PA,"1,603,797"
42103,PA,"58,535"
42105,PA,"16,396"
42107,PA,"143,049"
42109,PA,"39,736"
42111,PA,"74,129"
42113,PA,"5,840"
42115,PA,"38,434"
42117,PA,"41,045"
42119,PA,"42,681"
42121,PA,"50,454"
42123,PA,"38,587"
42125,PA,"209,349"
42127,PA,"51,155"
42129,PA,"354,663"
42131,PA,"26,069"
42133,PA,"456,438"
44000,RI,"1,097,379"
44001,RI,"50,793"
44003,RI,"170,363"
44005,RI,"85,643"
44007,RI,"660,741"
44009,RI,"129,839"
45000,SC,"5,118,425"
45001,SC,"24,295"
45003,SC,"168,808"
45005,SC,"8,039"
45007,SC,"203,718"
45009,SC,"13,311"
45011,SC,"20,589"
45013,SC,"187,117"
45015,SC,"229,861"
45017,SC,"14,119"
45019,SC,"408,235"
45021,SC,"56,216"
45023,SC,"32,294"
45025,SC,"43,273"
45027,SC,"31,144"
45029,SC,"38,604"
45031,SC,"62,905"
45033,SC,"28,292"
45035,SC,"161,540"
45037,SC,"25,657"
45039,SC,"20,948"
45041,SC,"137,059"
45043,SC,"63,404"
45045,SC,"525,534"
45047,SC,"69,351"
45049,SC,"18,561"
45051,SC,"351,029"
45053,SC,"28,791"
45055,SC,"65,403"
45057,SC,"96,016"
45059,SC,"67,539"
45061,SC,"16,531"
45063,SC,"293,991"
45065,SC,"9,526"
45067,SC,"29,183"
45069,SC,"26,667"
45071,SC,"37,719"
45073,SC,"78,607"
45075,SC,"84,223"
45077,SC,"131,404"
45079,SC,"416,147"
45081,SC,"18,862"
45083,SC,"327,997"
45085,SC,"105,556"
45087,SC,"27,244"
45089,SC,"31,026"
45091,SC,"282,090"
46000,SD,"886,667"
46003,SD,"2,747"
46005,SD,"19,149"
46007,SD,"3,381"
46009,SD,"7,003"
46011,SD,"34,375"
46013,SD,"38,301"
46015,SD,"5,247"
46017,SD,"1,948"
46019,SD,"10,243"
46021,SD,"1,377"
46023,SD,"9,373"
46025,SD,"3,837"
46027,SD,"14,967"
46029,SD,"28,325"
46031,SD,"3,902"
46033,SD,"8,318"
46035,SD,"19,956"
46037,SD,"5,449"
46039,SD,"4,295"
46041,SD,"5,239"
46043,SD,"2,835"
46045,SD,"3,986"
46047,SD,"6,973"
46049,SD,"2,125"
46051,SD,"7,556"
46053,SD,"3,994"
46055,SD,"1,872"
46057,SD,"6,164"
46059,SD,"3,145"
46061,SD,"3,461"
46063,SD,"1,311"
46065,SD,"17,765"
46067,SD,"7,427"
46069,SD,"1,262"
46071,SD,"2,806"
46073,SD,"1,663"
46075,SD,917
46077,SD,"5,187"
46079,SD,"11,059"
46081,SD,"25,768"
46083,SD,"65,161"
46085,SD,"3,718"
46087,SD,"5,682"
46089,SD,"2,411"
46091,SD,"4,306"
46093,SD,"29,852"
46095,SD,"1,918"
46097,SD,"2,298"
46099,SD,"197,214"
46101,SD,"6,336"
46102,SD,"13,672"
46103,SD,"109,222"
46105,SD,"2,835"
46107,SD,"2,472"
46109,SD,"10,280"
46111,SD,"2,330"
46115,SD,"6,361"
46117,SD,"2,980"
46119,SD,"1,446"
46121,SD,"9,319"
46123,SD,"5,624"
46125,SD,"8,673"
46127,SD,"16,811"
46129,SD,"5,315"
46135,SD,"23,310"
46137,SD,"2,413"
47000,TN,"6,910,840"
47001,TN,"77,123"
47003,TN,"50,237"
47005,TN,"15,864"
47007,TN,"14,913"
47009,TN,"135,280"
47011,TN,"108,620"
47013,TN,"39,272"
47015,TN,"14,506"
47017,TN,"28,440"
47019,TN,"56,356"
47021,TN,"41,072"
47023,TN,"17,341"
47025,TN,"32,043"
47027,TN,"7,581"
47029,TN,"35,999"
47031,TN,"57,889"
47033,TN,"13,911"
47035,TN,"61,145"
47037,TN,"715,884"
47039,TN,"11,435"
47041,TN,"20,080"
47043,TN,"54,315"
47045,TN,"36,801"
47047,TN,"41,990"
47049,TN,"18,489"
47051,TN,"42,774"
47053,TN,"50,429"
47055,TN,"30,346"
47057,TN,"23,527"
47059,TN,"70,152"
47061,TN,"13,529"
47063,TN,"64,499"
47065,TN,"366,207"
47067,TN,"6,662"
47069,TN,"25,462"
47071,TN,"26,831"
47073,TN,"56,721"
47075,TN,"17,864"
47077,TN,"27,842"
47079,TN,"32,199"
47081,TN,"24,925"
47083,TN,"8,283"
47085,TN,"18,990"
47087,TN,"11,617"
47089,TN,"54,683"
47091,TN,"17,948"
47093,TN,"478,971"
47095,TN,"7,005"
47097,TN,"25,143"
47099,TN,"44,159"
47101,TN,"12,582"
47103,TN,"35,319"
47105,TN,"54,886"
47107,TN,"53,276"
47109,TN,"25,866"
47111,TN,"25,216"
47113,TN,"98,823"
47115,TN,"28,837"
47117,TN,"34,318"
47119,TN,"100,974"
47121,TN,"12,758"
47123,TN,"46,250"
47125,TN,"220,069"
47127,TN,"6,461"
47129,TN,"21,035"
47131,TN,"30,787"
47133,TN,"22,511"
47135,TN,"8,366"
47137,TN,"5,001"
47139,TN,"17,544"
47141,TN,"79,854"
47143,TN,"32,870"
47145,TN,"53,404"
47147,TN,"72,803"
47149,TN,"341,486"
47151,TN,"21,850"
47153,TN,"15,826"
47155,TN,"98,380"
47157,TN,"929,744"
47159,TN,"19,904"
47161,TN,"13,657"
47163,TN,"158,163"
47165,TN,"196,281"
47167,TN,"60,970"
47169,TN,"11,615"
47171,TN,"17,928"
47173,TN,"19,802"
47175,TN,"6,168"
47177,TN,"40,953"
47179,TN,"133,001"
47181,TN,"16,232"
47183,TN,"32,902"
47185,TN,"27,351"
47187,TN,"247,726"
47189,TN,"147,737"
48000,TX,"29,145,505"
48001,TX,"57,922"
48003,TX,"18,610"
48005,TX,"86,395"
48007,TX,"23,830"
48009,TX,"8,560"
48011,TX,"1,848"
48013,TX,"48,981"
48015,TX,"30,167"
48017,TX,"6,904"
48019,TX,"20,851"
48021,TX,"97,216"
48023,TX,"3,465"
48025,TX,"31,047"
48027,TX,"370,647"
48029,TX,"2,009,324"
48031,TX,"11,374"
48033,TX,631
48035,TX,"18,235"
48037,TX,"92,893"
48039,TX,"372,031"
48041,TX,"233,849"
48043,TX,"9,546"
48045,TX,"1,435"
48047,TX,"7,076"
48049,TX,"38,095"
48051,TX,"17,642"
48053,TX,"49,130"
48055,TX,"45,883"
48057,TX,"20,106"
48059,TX,"13,708"
48061,TX,"421,017"
48063,TX,"12,464"
48065,TX,"5,807"
48067,TX,"28,454"
48069,TX,"7,371"
48071,TX,"46,571"
48073,TX,"50,412"
48075,TX,"6,664"
48077,TX,"10,218"
48079,TX,"2,547"
48081,TX,"3,285"
48083,TX,"7,684"
48085,TX,"1,064,465"
48087,TX,"2,652"
48089,TX,"20,557"
48091,TX,"161,501"
48093,TX,"13,594"
48095,TX,"3,303"
48097,TX,"41,668"
48099,TX,"83,093"
48101,TX,"1,380"
48103,TX,"4,675"
48105,TX,"3,098"
48107,TX,"5,133"
48109,TX,"2,188"
48111,TX,"7,115"
48113,TX,"2,613,539"
48115,TX,"12,456"
48117,TX,"18,583"
48119,TX,"5,230"
48121,TX,"906,422"
48123,TX,"19,824"
48125,TX,"1,770"
48127,TX,"8,615"
48129,TX,"3,258"
48131,TX,"9,831"
48133,TX,"17,725"
48135,TX,"165,171"
48137,TX,"1,422"
48139,TX,"192,455"
48141,TX,"865,657"
48143,TX,"42,545"
48145,TX,"16,968"
48147,TX,"35,662"
48149,TX,"24,435"
48151,TX,"3,672"
48153,TX,"5,402"
48155,TX,"1,095"
48157,TX,"822,779"
48159,TX,"10,359"
48161,TX,"19,435"
48163,TX,"18,385"
48165,TX,"21,598"
48167,TX,"350,682"
48169,TX,"5,816"
48171,TX,"26,725"
48173,TX,"1,116"
48175,TX,"7,012"
48177,TX,"19,653"
48179,TX,"21,227"
48181,TX,"135,543"
48183,TX,"124,239"
48185,TX,"29,268"
48187,TX,"172,706"
48189,TX,"32,522"
48191,TX,"2,825"
48193,TX,"8,222"
48195,TX,"5,285"
48197,TX,"3,549"
48199,TX,"56,231"
48201,TX,"4,731,145"
48203,TX,"68,839"
48205,TX,"5,382"
48207,TX,"5,416"
48209,TX,"241,067"
48211,TX,"3,382"
48213,TX,"82,150"
48215,TX,"870,781"
48217,TX,"35,874"
48219,TX,"21,537"
48221,TX,"61,598"
48223,TX,"36,787"
48225,TX,"22,066"
48227,TX,"34,860"
48229,TX,"3,202"
48231,TX,"99,956"
48233,TX,"20,617"
48235,TX,"1,513"
48237,TX,"8,472"
48239,TX,"14,988"
48241,TX,"32,980"
48243,TX,"1,996"
48245,TX,"256,526"
48247,TX,"4,838"
48249,TX,"38,891"
48251,TX,"179,927"
48253,TX,"19,663"
48255,TX,"14,710"
48257,TX,"145,310"
48259,TX,"44,279"
48261,TX,350
48263,TX,753
48265,TX,"52,598"
48267,TX,"4,286"
48269,TX,265
48271,TX,"3,129"
48273,TX,"31,040"
48275,TX,"3,353"
48277,TX,"50,088"
48279,TX,"13,045"
48281,TX,"21,627"
48283,TX,"6,664"
48285,TX,"20,337"
48287,TX,"17,478"
48289,TX,"15,719"
48291,TX,"91,628"
48293,TX,"22,146"
48295,TX,"3,059"
48297,TX,"11,335"
48299,TX,"21,243"
48301,TX,64
48303,TX,"310,639"
48305,TX,"5,596"
48307,TX,"7,630"
48309,TX,"260,579"
48311,TX,600
48313,TX,"13,455"
48315,TX,"9,725"
48317,TX,"5,237"
48319,TX,"3,953"
48321,TX,"36,255"
48323,TX,"57,887"
48325,TX,"50,748"
48327,TX,"1,962"
48329,TX,"169,983"
48331,TX,"24,754"
48333,TX,"4,456"
48335,TX,"8,990"
48337,TX,"19,965"
48339,TX,"620,443"
48341,TX,"21,358"
48343,TX,"11,973"
48345,TX,"1,063"
48347,TX,"64,653"
48349,TX,"52,624"
48351,TX,"12,217"
48353,TX,"14,738"
48355,TX,"353,178"
48357,TX,"10,015"
48359,TX,"1,758"
48361,TX,"84,808"
48363,TX,"28,409"
48365,TX,"22,491"
48367,TX,"148,222"
48369,TX,"9,869"
48371,TX,"15,193"
48373,TX,"50,123"
48375,TX,"118,525"
48377,TX,"6,131"
48379,TX,"12,164"
48381,TX,"140,753"
48383,TX,"3,385"
48385,TX,"2,758"
48387,TX,"11,587"
48389,TX,"14,748"
48391,TX,"6,741"
48393,TX,827
48395,TX,"16,757"
48397,TX,"107,819"
48399,TX,"9,900"
48401,TX,"52,214"
48403,TX,"9,894"
48405,TX,"7,918"
48407,TX,"27,402"
48409,TX,"68,755"
48411,TX,"5,730"
48413,TX,"2,451"
48415,TX,"16,932"
48417,TX,"3,105"
48419,TX,"24,022"
48421,TX,"2,782"
48423,TX,"233,479"
48425,TX,"9,205"
48427,TX,"65,920"
48429,TX,"9,101"
48431,TX,"1,372"
48433,TX,"1,245"
48435,TX,"3,372"
48437,TX,"6,971"
48439,TX,"2,110,640"
48441,TX,"143,208"
48443,TX,760
48445,TX,"11,831"
48447,TX,"1,440"
48449,TX,"31,247"
48451,TX,"120,003"
48453,TX,"1,290,188"
48455,TX,"13,602"
48457,TX,"19,798"
48459,TX,"40,892"
48461,TX,"3,308"
48463,TX,"24,564"
48465,TX,"47,586"
48467,TX,"59,541"
48469,TX,"91,319"
48471,TX,"76,400"
48473,TX,"56,794"
48475,TX,"11,644"
48477,TX,"35,805"
48479,TX,"267,114"
48481,TX,"41,570"
48483,TX,"4,990"
48485,TX,"129,350"
48487,TX,"12,887"
48489,TX,"20,164"
48491,TX,"609,017"
48493,TX,"49,753"
48495,TX,"7,791"
48497,TX,"68,632"
48499,TX,"44,843"
48501,TX,"7,694"
48503,TX,"17,867"
48505,TX,"13,889"
48507,TX,"9,670"
49000,UT,"3,271,616"
49001,UT,"7,072"
49003,UT,"57,666"
49005,UT,"133,154"
49007,UT,"20,412"
49009,UT,935
49011,UT,"362,679"
49013,UT,"19,596"
49015,UT,"9,825"
49017,UT,"5,083"
49019,UT,"9,669"
49021,UT,"57,289"
49023,UT,"11,786"
49025,UT,"7,667"
49027,UT,"12,975"
49029,UT,"12,295"
49031,UT,"1,438"
49033,UT,"2,510"
49035,UT,"1,185,238"
49037,UT,"14,518"
49039,UT,"28,437"
49041,UT,"21,522"
49043,UT,"42,357"
49045,UT,"72,698"
49047,UT,"35,620"
49049,UT,"659,399"
49051,UT,"34,788"
49053,UT,"180,279"
49055,UT,"2,486"
49057,UT,"262,223"
50000,VT,"643,077"
50001,VT,"37,363"
50003,VT,"37,347"
50005,VT,"30,233"
50007,VT,"168,323"
50009,VT,"5,920"
50011,VT,"49,946"
50013,VT,"7,293"
50015,VT,"25,945"
50017,VT,"29,277"
50019,VT,"27,393"
50021,VT,"60,572"
50023,VT,"59,807"
50025,VT,"45,905"
50027,VT,"57,753"
51000,VA,"8,631,393"
51001,VA,"33,413"
51003,VA,"112,395"
51005,VA,"15,223"
51007,VA,"13,265"
51009,VA,"31,307"
51011,VA,"16,119"
51013,VA,"238,643"
51015,VA,"77,487"
51017,VA,"4,209"
51019,VA,"79,462"
51021,VA,"6,270"
51023,VA,"33,596"
51025,VA,"15,849"
51027,VA,"20,355"
51029,VA,"16,824"
51031,VA,"55,696"
51033,VA,"30,887"
51035,VA,"29,155"
51036,VA,"6,773"
51037,VA,"11,529"
51041,VA,"364,548"
51043,VA,"14,783"
51045,VA,"4,892"
51047,VA,"52,552"
51049,VA,"9,675"
51051,VA,"14,124"
51053,VA,"27,947"
51057,VA,"10,599"
51059,VA,"1,150,309"
51061,VA,"72,972"
51063,VA,"15,476"
51065,VA,"27,249"
51067,VA,"54,477"
51069,VA,"91,419"
51071,VA,"16,787"
51073,VA,"38,711"
51075,VA,"24,727"
51077,VA,"15,333"
51079,VA,"20,552"
51081,VA,"11,391"
51083,VA,"34,022"
51085,VA,"109,979"
51087,VA,"334,389"
51089,VA,"50,948"
51091,VA,"2,232"
51093,VA,"38,606"
51095,VA,"78,254"
51097,VA,"6,608"
51099,VA,"26,723"
51101,VA,"17,810"
51103,VA,"10,919"
51105,VA,"22,173"
51107,VA,"420,959"
51109,VA,"37,596"
51111,VA,"11,936"
51113,VA,"13,837"
51115,VA,"8,533"
51117,VA,"30,319"
51119,VA,"10,625"
51121,VA,"99,721"
51125,VA,"14,775"
51127,VA,"22,945"
51131,VA,"12,282"
51133,VA,"11,839"
51135,VA,"15,642"
51137,VA,"36,254"
51139,VA,"23,709"
51141,VA,"17,608"
51143,VA,"60,501"
51145,VA,"30,333"
51147,VA,"21,849"
51149,VA,"43,010"
51153,VA,"482,204"
51155,VA,"33,800"
51157,VA,"7,348"
51159,VA,"8,923"
51161,VA,"96,929"
51163,VA,"22,650"
51165,VA,"83,757"
51167,VA,"25,781"
51169,VA,"21,576"
51171,VA,"44,186"
51173,VA,"29,800"
51175,VA,"17,996"
51177,VA,"140,032"
51179,VA,"156,927"
51181,VA,"6,561"
51183,VA,"10,829"
51185,VA,"40,429"
51187,VA,"40,727"
51191,VA,"53,935"
51193,VA,"18,477"
51195,VA,"36,130"
51197,VA,"28,290"
51199,VA,"70,045"
51510,VA,"159,467"
51520,VA,"17,219"
51530,VA,"6,641"
51540,VA,"46,553"
51550,VA,"249,422"
51570,VA,"18,170"
51580,VA,"5,737"
51590,VA,"42,590"
51595,VA,"5,766"
51600,VA,"24,146"
51610,VA,"14,658"
51620,VA,"8,180"
51630,VA,"27,982"
51640,VA,"6,720"
51650,VA,"137,148"
51660,VA,"51,814"
51670,VA,"23,033"
51678,VA,"7,320"
51680,VA,"79,009"
51683,VA,"42,772"
51685,VA,"17,219"
51690,VA,"13,485"
51700,VA,"186,247"
51710,VA,"238,005"
51720,VA,"3,687"
51730,VA,"33,458"
51735,VA,"12,460"
51740,VA,"97,915"
51750,VA,"16,070"
51760,VA,"226,610"
51770,VA,"100,011"
51775,VA,"25,346"
51790,VA,"25,750"
51800,VA,"94,324"
51810,VA,"459,470"
51820,VA,"22,196"
51830,VA,"15,425"
51840,VA,"28,120"
53000,WA,"7,705,281"
53001,WA,"20,613"
53003,WA,"22,285"
53005,WA,"206,873"
53007,WA,"79,074"
53009,WA,"77,155"
53011,WA,"503,311"
53013,WA,"3,952"
53015,WA,"110,730"
53017,WA,"42,938"
53019,WA,"7,178"
53021,WA,"96,749"
53023,WA,"2,286"
53025,WA,"99,123"
53027,WA,"75,636"
53029,WA,"86,857"
53031,WA,"32,977"
53033,WA,"2,269,675"
53035,WA,"275,611"
53037,WA,"44,337"
53039,WA,"22,735"
53041,WA,"82,149"
53043,WA,"10,876"
53045,WA,"65,726"
53047,WA,"42,104"
53049,WA,"23,365"
53051,WA,"13,401"
53053,WA,"921,130"
53055,WA,"17,788"
53057,WA,"129,523"
53059,WA,"12,036"
53061,WA,"827,957"
53063,WA,"539,339"
53065,WA,"46,445"
53067,WA,"294,793"
53069,WA,"4,422"
53071,WA,"62,584"
53073,WA,"226,847"
53075,WA,"47,973"
53077,WA,"256,728"
54000,WV,"1,793,716"
54001,WV,"15,465"
54003,WV,"122,076"
54005,WV,"21,809"
54007,WV,"12,447"
54009,WV,"22,559"
54011,WV,"94,350"
54013,WV,"6,229"
54015,WV,"8,051"
54017,WV,"7,808"
54019,WV,"40,488"
54021,WV,"7,408"
54023,WV,"10,976"
54025,WV,"32,977"
54027,WV,"23,093"
54029,WV,"29,095"
54031,WV,"14,299"
54033,WV,"65,921"
54035,WV,"27,791"
54037,WV,"57,701"
54039,WV,"180,745"
54041,WV,"17,033"
54043,WV,"20,463"
54045,WV,"32,567"
54047,WV,"19,111"
54049,WV,"56,205"
54051,WV,"30,591"
54053,WV,"25,453"
54055,WV,"59,664"
54057,WV,"26,938"
54059,WV,"23,568"
54061,WV,"105,822"
54063,WV,"12,376"
54065,WV,"17,063"
54067,WV,"24,604"
54069,WV,"42,425"
54071,WV,"6,143"
54073,WV,"7,653"
54075,WV,"7,869"
54077,WV,"34,216"
54079,WV,"57,440"
54081,WV,"74,591"
54083,WV,"27,932"
54085,WV,"8,444"
54087,WV,"14,028"
54089,WV,"11,959"
54091,WV,"16,705"
54093,WV,"6,762"
54095,WV,"8,313"
54097,WV,"23,816"
54099,WV,"38,982"
54101,WV,"8,378"
54103,WV,"14,442"
54105,WV,"5,194"
54107,WV,"84,296"
54109,WV,"21,382"
55000,WI,"5,893,718"
55001,WI,"20,654"
55003,WI,"16,027"
55005,WI,"46,711"
55007,WI,"16,220"
55009,WI,"268,740"
55011,WI,"13,317"
55013,WI,"16,526"
55015,WI,"52,442"
55017,WI,"66,297"
55019,WI,"34,659"
55021,WI,"58,490"
55023,WI,"16,113"
55025,WI,"561,504"
55027,WI,"89,396"
55029,WI,"30,066"
55031,WI,"44,295"
55033,WI,"45,440"
55035,WI,"105,710"
55037,WI,"4,558"
55039,WI,"104,154"
55041,WI,"9,179"
55043,WI,"51,938"
55045,WI,"37,093"
55047,WI,"19,018"
55049,WI,"23,709"
55051,WI,"6,137"
55053,WI,"21,145"
55055,WI,"84,900"
55057,WI,"26,718"
55059,WI,"169,151"
55061,WI,"20,563"
55063,WI,"120,784"
55065,WI,"16,611"
55067,WI,"19,491"
55069,WI,"28,415"
55071,WI,"81,359"
55073,WI,"138,013"
55075,WI,"41,872"
55077,WI,"15,592"
55078,WI,"4,255"
55079,WI,"939,489"
55081,WI,"46,274"
55083,WI,"38,965"
55085,WI,"37,845"
55087,WI,"190,705"
55089,WI,"91,503"
55091,WI,"7,318"
55093,WI,"42,212"
55095,WI,"44,977"
55097,WI,"70,377"
55099,WI,"14,054"
55101,WI,"197,727"
55103,WI,"17,304"
55105,WI,"163,687"
55107,WI,"14,188"
55109,WI,"93,536"
55111,WI,"65,763"
55113,WI,"18,074"
55115,WI,"40,881"
55117,WI,"118,034"
55119,WI,"19,913"
55121,WI,"30,760"
55123,WI,"30,714"
55125,WI,"23,047"
55127,WI,"106,478"
55129,WI,"16,623"
55131,WI,"136,761"
55133,WI,"406,978"
55135,WI,"51,812"
55137,WI,"24,520"
55139,WI,"171,730"
55141,WI,"74,207"
56000,WY,"576,851"
56001,WY,"37,066"
56003,WY,"11,521"
56005,WY,"47,026"
56007,WY,"14,537"
56009,WY,"13,751"
56011,WY,"7,181"
56013,WY,"39,234"
56015,WY,"12,498"
56017,WY,"4,621"
56019,WY,"8,447"
56021,WY,"100,512"
56023,WY,"19,581"
56025,WY,"79,955"
56027,WY,"2,467"
56029,WY,"29,624"
56031,WY,"8,605"
56033,WY,"30,921"
56035,WY,"8,728"
56037,WY,"42,272"
56039,WY,"23,331"
56041,WY,"20,450"
56043,WY,"7,685"
56045,WY,"6,838"
72000,PR,"3,285,874"
72001,PR,"18,020"
72003,PR,"38,136"
72005,PR,"55,101"
72007,PR,"24,223"
72009,PR,"24,637"
72011,PR,"25,596"
72013,PR,"87,754"
72015,PR,"15,843"
72017,PR,"22,657"
72019,PR,"28,983"
72021,PR,"185,187"
72023,PR,"47,158"
72025,PR,"127,244"
72027,PR,"32,827"
72029,PR,"42,337"
72031,PR,"154,815"
72033,PR,"23,155"
72035,PR,"41,652"
72037,PR,"11,307"
72039,PR,"16,984"
72041,PR,"39,970"
72043,PR,"34,668"
72045,PR,"18,883"
72047,PR,"34,571"
72049,PR,"1,792"
72051,PR,"35,879"
72053,PR,"32,124"
72054,PR,"11,692"
72055,PR,"13,787"
72057,PR,"36,614"
72059,PR,"17,784"
72061,PR,"89,780"
72063,PR,"40,622"
72065,PR,"38,486"
72067,PR,"15,654"
72069,PR,"50,896"
72071,PR,"42,943"
72073,PR,"14,779"
72075,PR,"46,538"
72077,PR,"37,012"
72079,PR,"23,334"
72081,PR,"28,105"
72083,PR,"8,874"
72085,PR,"35,180"
72087,PR,"23,693"
72089,PR,"17,781"
72091,PR,"39,492"
72093,PR,"4,755"
72095,PR,"10,589"
72097,PR,"73,077"
72099,PR,"37,460"
72101,PR,"28,727"
72103,PR,"23,386"
72105,PR,"29,241"
72107,PR,"21,434"
72109,PR,"15,985"
72111,PR,"20,399"
72113,PR,"137,491"
72115,PR,"23,638"
72117,PR,"15,187"
72119,PR,"47,060"
72121,PR,"22,729"
72123,PR,"25,789"
72125,PR,"31,879"
72127,PR,"342,259"
72129,PR,"37,693"
72131,PR,"39,345"
72133,PR,"20,281"
72135,PR,"66,852"
72137,PR,"75,293"
72139,PR,"67,740"
72141,PR,"28,287"
72143,PR,"35,395"
72145,PR,"54,414"
72147,PR,"8,249"
72149,PR,"22,093"
72151,PR,"30,426"
72153,PR,"34,172"
11001,DC,"689,545"
78010,VI,"41,004"
78020,VI,"3,881"
78030,VI,"42,261"
