"Date of sample","Treatment plant","Location of treatment plant","Number of residents","Inflow","Method","Uncertainties","Coronavirus result from the sample","Normalized RNA count"
"2022-06-20","Mäkikylä","Kouvola","67107","19788","qPCR A","b","Detected","26491"
"2022-06-20","Lehtoniemi","Kuopio","95400","21292","qPCR A","","Detected","294937"
"2022-06-20","Toikansuo","Lappeenranta","63000","12884","qPCR A","","Detected","101474"
"2022-06-20","Taskila","Oulu","200000","44855","qPCR A","","Detected","191600"
"2022-06-20","Luotsinmäki","Pori","112000","23761","qPCR A","a","Detected","15943"
"2022-06-20","Viinikanlahti","Tampere","200000","71039","qPCR A","","Detected","238840"
"2022-06-20","Kakolanmäki","Turku","300000","56753","qPCR A","","Detected","353454"
"2022-06-20","Pått","Vaasa","69500","14129","qPCR A","","Detected","73644"
"2022-06-13","Aggregated","Aggregated","","","qPCR A","","","361501"
"2022-06-13","Suomenoja","Espoo","390000","88908","qPCR A","b","Detected","497837"
"2022-06-13","Viikinmäki","Helsinki","910000","240019","qPCR A","","Detected","487252"
"2022-06-13","Paroinen","Hämeenlinna","66000","15058","qPCR A","","Detected","279385"
"2022-06-13","Kuhasalo","Joensuu","98000","18993","qPCR A","b","Detected","79459"
"2022-06-13","Nenäinniemi","Jyväskylä","154600","31734","qPCR A","","Detected","436193"
"2022-06-13","Mäkikylä","Kouvola","67107","20106","qPCR A","","Detected","74328"
"2022-06-13","Lehtoniemi","Kuopio","95400","15260","qPCR A","","Detected","759775"
"2022-06-13","Toikansuo","Lappeenranta","63000","17717","qPCR A","","Detected","195179"
"2022-06-13","Taskila","Oulu","200000","45745","qPCR A","b","Detected","78297"
"2022-06-13","Alheda","Jakobstad","30500","6418","qPCR A","b","Detected","12609"
"2022-06-13","Luotsinmäki","Pori","112000","23347","qPCR A","b","Detected","18284"
"2022-06-13","Alakorkalo","Rovaniemi","55000","13633","qPCR A","","Detected","313636"
"2022-06-13","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","21348","qPCR A","","Detected","132187"
"2022-06-13","Viinikanlahti","Tampere","200000","67402","qPCR A","b","Detected","219916"
"2022-06-13","Kakolanmäki","Turku","300000","55261","qPCR A","","Detected","291863"
"2022-06-13","Pått","Vaasa","69500","15266","qPCR A","","Detected","126886"
"2022-06-06","Aggregated","Aggregated","","","qPCR A","","","371872"
"2022-06-06","Suomenoja","Espoo","390000","101464","qPCR A","","Detected","260432"
"2022-06-06","Viikinmäki","Helsinki","910000","305208","qPCR A","","Detected","447961"
"2022-06-06","Paroinen","Hämeenlinna","66000","18142","qPCR A","b","Detected","128264"
"2022-06-06","Kuhasalo","Joensuu","98000","20047","qPCR A","(a) b","Detected","196706"
"2022-06-06","Nenäinniemi","Jyväskylä","154600","34326","qPCR A","(a)","Detected","407300"
"2022-06-06","Mäkikylä","Kouvola","67107","27443","qPCR A","b","Detected","89477"
"2022-06-06","Lehtoniemi","Kuopio","95400","22487","qPCR A","","Detected","370352"
"2022-06-06","Toikansuo","Lappeenranta","63000","16227","qPCR A","b","Detected","159429"
"2022-06-06","Taskila","Oulu","200000","47224","qPCR A","b","Detected","127916"
"2022-06-06","Luotsinmäki","Pori","112000","23437","qPCR A","b","Detected","74756"
"2022-06-06","Viinikanlahti","Tampere","200000","69146","qPCR A","(a) b","Detected","265936"
"2022-06-06","Kakolanmäki","Turku","300000","61404","qPCR A","","Detected","451772"
"2022-06-06","Pått","Vaasa","69500","15922","qPCR A","","Detected","286669"
"2022-05-30","Aggregated","Aggregated","","","qPCR A","","","283238"
"2022-05-30","Suomenoja","Espoo","390000","106338","qPCR A","","Detected","357901"
"2022-05-30","Viikinmäki","Helsinki","910000","272998","qPCR A","","Detected","217117"
"2022-05-30","Paroinen","Hämeenlinna","66000","16934","qPCR A","","Detected","168357"
"2022-05-30","Kuhasalo","Joensuu","98000","21786","qPCR A","b","Detected","104333"
"2022-05-30","Nenäinniemi","Jyväskylä","154600","34322","qPCR A","b","Detected","246985"
"2022-05-30","Mäkikylä","Kouvola","67107","22503","qPCR A","b","Detected","66224"
"2022-05-30","Lehtoniemi","Kuopio","95400","22911","qPCR A","","Detected","362774"
"2022-05-30","Toikansuo","Lappeenranta","63000","13180","qPCR A","","Detected","99637"
"2022-05-30","Taskila","Oulu","200000","45922","qPCR A","b","Detected","203969"
"2022-05-30","Luotsinmäki","Pori","112000","24569","qPCR A","","Detected","20914"
"2022-05-30","Alakorkalo","Rovaniemi","55000","16039","qPCR A","c","Detected","136594"
"2022-05-30","Viinikanlahti","Tampere","200000","71310","qPCR A","","Detected","668153"
"2022-05-30","Kakolanmäki","Turku","300000","57028","qPCR A","","Detected","377098"
"2022-05-30","Pått","Vaasa","69500","15541","qPCR A","","Detected","123431"
"2022-05-24","Toikansuo","Lappeenranta","63000","15113","qPCR A","b","Detected","112246"
"2022-05-24","Luotsinmäki","Pori","112000","28029","qPCR A","a","Detected","20639"
"2022-05-23","Aggregated","Aggregated","","","qPCR A","","","391690"
"2022-05-23","Suomenoja","Espoo","390000","91424","qPCR A","b","Detected","394898"
"2022-05-23","Viikinmäki","Helsinki","910000","240000","qPCR A","b","Detected","294804"
"2022-05-23","Paroinen","Hämeenlinna","66000","16717","qPCR A","b","Detected","153194"
"2022-05-23","Kuhasalo","Joensuu","98000","20866","qPCR A","b","Detected","120048"
"2022-05-23","Nenäinniemi","Jyväskylä","154600","35594","qPCR A","","Detected","307552"
"2022-05-23","Mäkikylä","Kouvola","67107","22216","qPCR A","b","Detected","225977"
"2022-05-23","Lehtoniemi","Kuopio","95400","18690","qPCR A","","Detected","753767"
"2022-05-23","Taskila","Oulu","200000","48253","qPCR A","b","Detected","273867"
"2022-05-23","Viinikanlahti","Tampere","200000","70174","qPCR A","b","Detected","612465"
"2022-05-23","Kakolanmäki","Turku","300000","59681","qPCR A","","Detected","643695"
"2022-05-23","Pått","Vaasa","69500","16152","qPCR A","b","Detected","162224"
"2022-05-16","Aggregated","Aggregated","","","qPCR A","","","200740"
"2022-05-16","Suomenoja","Espoo","390000","94430","qPCR A","","Detected","111958"
"2022-05-16","Viikinmäki","Helsinki","910000","247231","qPCR A","","Detected","201268"
"2022-05-16","Paroinen","Hämeenlinna","66000","18571","qPCR A","","Detected","55795"
"2022-05-16","Kuhasalo","Joensuu","98000","23869","qPCR A","","Detected","88191"
"2022-05-16","Nenäinniemi","Jyväskylä","154600","42263","qPCR A","","Detected","215692"
"2022-05-16","Mäkikylä","Kouvola","67107","27664","qPCR A","","Detected","155253"
"2022-05-16","Lehtoniemi","Kuopio","95400","21682","qPCR A","","Detected","405608"
"2022-05-16","Toikansuo","Lappeenranta","63000","16470","qPCR A","","Detected","208379"
"2022-05-16","Taskila","Oulu","200000","52836","qPCR A","","Detected","130000"
"2022-05-16","Alheda","Jakobstad","30500","10722","qPCR A","","Detected","136285"
"2022-05-16","Luotsinmäki","Pori","112000","28165","qPCR A","","Detected","21571"
"2022-05-16","Alakorkalo","Rovaniemi","55000","19301","qPCR A","","Detected","181191"
"2022-05-16","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","18607","qPCR A","","Detected","186155"
"2022-05-16","Viinikanlahti","Tampere","200000","73000","qPCR A","","Detected","302103"
"2022-05-16","Kakolanmäki","Turku","300000","64249","qPCR A","","Detected","185682"
"2022-05-16","Pått","Vaasa","69500","17885","qPCR A","","Detected","63665"
"2022-05-09","Aggregated","Aggregated","","","qPCR A","","","454852"
"2022-05-09","Suomenoja","Espoo","390000","97033","qPCR A","","Detected","221924"
"2022-05-09","Viikinmäki","Helsinki","910000","289739","qPCR A","","Detected","494537"
"2022-05-09","Paroinen","Hämeenlinna","66000","20735","qPCR A","","Detected","113939"
"2022-05-09","Kuhasalo","Joensuu","98000","28917","qPCR A","(a)","Detected","83310"
"2022-05-09","Nenäinniemi","Jyväskylä","154600","46839","qPCR A","(a)","Detected","599879"
"2022-05-09","Mäkikylä","Kouvola","67107","33799","qPCR A","","Detected","313804"
"2022-05-09","Lehtoniemi","Kuopio","95400","22479","qPCR A","","Detected","246932"
"2022-05-09","Toikansuo","Lappeenranta","63000","17656","qPCR A","","Detected","170641"
"2022-05-09","Taskila","Oulu","200000","50531","qPCR A","","Detected","457066"
"2022-05-09","Luotsinmäki","Pori","112000","28037","qPCR A","","Detected","60983"
"2022-05-09","Viinikanlahti","Tampere","200000","80286","qPCR A","","Detected","310586"
"2022-05-09","Kakolanmäki","Turku","300000","67166","qPCR A","","Detected","689976"
"2022-05-09","Pått","Vaasa","69500","17745","qPCR A","","Detected","138414"
"2022-05-02","Aggregated","Aggregated","","","qPCR A","","","162793"
"2022-05-02","Suomenoja","Espoo","390000","106683","qPCR A","","Detected","247431"
"2022-05-02","Viikinmäki","Helsinki","910000","318804","qPCR A","","Detected","112398"
"2022-05-02","Paroinen","Hämeenlinna","66000","23469","qPCR A","","Detected","61439"
"2022-05-02","Kuhasalo","Joensuu","98000","28495","qPCR A","","Detected","48520"
"2022-05-02","Nenäinniemi","Jyväskylä","154600","47731","qPCR A","","Detected","298634"
"2022-05-02","Mäkikylä","Kouvola","67107","41427","qPCR A","","Detected","144597"
"2022-05-02","Lehtoniemi","Kuopio","95400","23913","qPCR A","","Detected","274531"
"2022-05-02","Toikansuo","Lappeenranta","63000","21608","qPCR A","","Detected","114087"
"2022-05-02","Taskila","Oulu","200000","53014","qPCR A","","Detected","134210"
"2022-05-02","Luotsinmäki","Pori","112000","31316","qPCR A","","Detected","20853"
"2022-05-02","Alakorkalo","Rovaniemi","55000","16191","qPCR A","","Detected","147777"
"2022-05-02","Viinikanlahti","Tampere","200000","85581","qPCR A","","Detected","236319"
"2022-05-02","Kakolanmäki","Turku","300000","74166","qPCR A","","Detected","311925"
"2022-05-02","Pått","Vaasa","69500","19905","qPCR A","","Detected","69215"
"2022-04-26","Suomenoja","Espoo","390000","138293","qPCR A","b","Detected","191337"
"2022-04-25","Aggregated","Aggregated","","","qPCR A","","","573524"
"2022-04-25","Viikinmäki","Helsinki","910000","389897","qPCR A","b","Detected","401710"
"2022-04-25","Paroinen","Hämeenlinna","66000","33961","qPCR A","","Detected","232978"
"2022-04-25","Kuhasalo","Joensuu","98000","38777","qPCR A","b","Detected","110815"
"2022-04-25","Nenäinniemi","Jyväskylä","154600","69595","qPCR A","","Detected","397916"
"2022-04-25","Mäkikylä","Kouvola","67107","62181","qPCR A","","Detected","294435"
"2022-04-25","Lehtoniemi","Kuopio","95400","34630","qPCR A","","Detected","425942"
"2022-04-25","Toikansuo","Lappeenranta","63000","31094","qPCR A","","Detected","278963"
"2022-04-25","Taskila","Oulu","200000","61960","qPCR A","","Detected","404103"
"2022-04-25","Luotsinmäki","Pori","112000","39284","qPCR A","b","Detected","54008"
"2022-04-25","Viinikanlahti","Tampere","200000","114748","qPCR A","","Detected","353630"
"2022-04-25","Kakolanmäki","Turku","300000","95920","qPCR A","","Detected","1658028"
"2022-04-25","Pått","Vaasa","69500","27547","qPCR A","","Detected","117235"
"2022-04-19","Suomenoja","Espoo","390000","176471","qPCR A","","Detected","296426"
"2022-04-19","Viikinmäki","Helsinki","910000","375719","qPCR A","","Detected","256121"
"2022-04-19","Paroinen","Hämeenlinna","66000","36642","qPCR A","","Detected","124327"
"2022-04-19","Kuhasalo","Joensuu","98000","32983","qPCR A","","Detected","118039"
"2022-04-19","Nenäinniemi","Jyväskylä","154600","57356","qPCR A","","Detected","276103"
"2022-04-19","Mäkikylä","Kouvola","67107","63883","qPCR A","","Detected","102983"
"2022-04-19","Lehtoniemi","Kuopio","95400","32615","qPCR A","","Detected","668392"
"2022-04-19","Toikansuo","Lappeenranta","63000","30418","qPCR A","","Detected","323324"
"2022-04-19","Taskila","Oulu","200000","47508","qPCR A","","Detected","147926"
"2022-04-19","Alheda","Jakobstad","30500","14400","qPCR A","a b","Detected","28026"
"2022-04-19","Luotsinmäki","Pori","112000","45747","qPCR A","","Detected","46164"
"2022-04-19","Alakorkalo","Rovaniemi","55000","17915","qPCR A","","Detected","329258"
"2022-04-19","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","24896","qPCR A","","Detected","23411"
"2022-04-19","Viinikanlahti","Tampere","200000","115872","qPCR A","","Detected","425980"
"2022-04-19","Kakolanmäki","Turku","300000","119492","qPCR A","","Detected","392173"
"2022-04-19","Pått","Vaasa","69500","33884","qPCR A","a b","Detected","65837"
"2022-04-18","Aggregated","Aggregated","","","qPCR A","","","292297"
"2022-04-11","Aggregated","Aggregated","","","qPCR A","","","360033"
"2022-04-11","Suomenoja","Espoo","390000","198234","qPCR A","","Detected","426671"
"2022-04-11","Viikinmäki","Helsinki","910000","452718","qPCR A","","Detected","368960"
"2022-04-11","Paroinen","Hämeenlinna","66000","28657","qPCR A","","Detected","313651"
"2022-04-11","Kuhasalo","Joensuu","98000","22515","qPCR A","","Detected","305749"
"2022-04-11","Nenäinniemi","Jyväskylä","154600","42156","qPCR A","","Detected","177099"
"2022-04-11","Mäkikylä","Kouvola","67107","58042","qPCR A","","Detected","189244"
"2022-04-11","Lehtoniemi","Kuopio","95400","21626","qPCR A","","Detected","309299"
"2022-04-11","Toikansuo","Lappeenranta","63000","22317","qPCR A","","Detected","350738"
"2022-04-11","Taskila","Oulu","200000","47884","qPCR A","","Detected","247448"
"2022-04-11","Luotsinmäki","Pori","112000","45663","qPCR A","","Detected","82585"
"2022-04-11","Viinikanlahti","Tampere","200000","93184","qPCR A","","Detected","275578"
"2022-04-11","Kakolanmäki","Turku","300000","165370","qPCR A","","Detected","562798"
"2022-04-11","Pått","Vaasa","69500","22540","qPCR A","","Detected","81118"
"2022-04-04","Aggregated","Aggregated","","","qPCR A","","","743472"
"2022-04-04","Suomenoja","Espoo","390000","144804","qPCR A","","Detected","796025"
"2022-04-04","Viikinmäki","Helsinki","910000","354916","qPCR A","","Detected","795191"
"2022-04-04","Paroinen","Hämeenlinna","66000","18065","qPCR A","b","Detected","368239"
"2022-04-04","Kuhasalo","Joensuu","98000","18079","qPCR A","b","Detected","272028"
"2022-04-04","Nenäinniemi","Jyväskylä","154600","37987","qPCR A","","Detected","1053722"
"2022-04-04","Mäkikylä","Kouvola","67107","30006","qPCR A","b","Detected","453110"
"2022-04-04","Lehtoniemi","Kuopio","95400","17956","qPCR A","","Detected","876302"
"2022-04-04","Toikansuo","Lappeenranta","63000","16899","qPCR A","","Detected","443674"
"2022-04-04","Taskila","Oulu","200000","40687","qPCR A","","Detected","362324"
"2022-04-04","Luotsinmäki","Pori","112000","30137","qPCR A","","Detected","232362"
"2022-04-04","Alakorkalo","Rovaniemi","55000","10259","qPCR A","","Detected","1478430"
"2022-04-04","Viinikanlahti","Tampere","200000","71628","qPCR A","","Detected","1002155"
"2022-04-04","Kakolanmäki","Turku","300000","84447","qPCR A","","Detected","709611"
"2022-04-04","Pått","Vaasa","69500","20653","qPCR A","","Detected","465679"
"2022-03-28","Aggregated","Aggregated","","","qPCR A","","","460266"
"2022-03-28","Suomenoja","Espoo","390000","150676","qPCR A","","Detected","698491"
"2022-03-28","Viikinmäki","Helsinki","910000","400007","qPCR A","b","Detected","495055"
"2022-03-28","Paroinen","Hämeenlinna","66000","21711","qPCR A","b","Detected","294648"
"2022-03-28","Kuhasalo","Joensuu","98000","19351","qPCR A","b","Detected","193518"
"2022-03-28","Nenäinniemi","Jyväskylä","154600","42530","qPCR A","b","Detected","562345"
"2022-03-28","Mäkikylä","Kouvola","67107","48100","qPCR A","b","Detected","215596"
"2022-03-28","Lehtoniemi","Kuopio","95400","21207","qPCR A","","Detected","696034"
"2022-03-28","Toikansuo","Lappeenranta","63000","18257","qPCR A","b","Detected","1012136"
"2022-03-28","Taskila","Oulu","200000","38929","qPCR A","b","Detected","242037"
"2022-03-28","Luotsinmäki","Pori","112000","36201","qPCR A","b","Detected","125912"
"2022-03-28","Viinikanlahti","Tampere","200000","85747","qPCR A","b","Detected","701942"
"2022-03-28","Kakolanmäki","Turku","300000","112962","qPCR A","b","Detected","430043"
"2022-03-28","Pått","Vaasa","69500","30907","qPCR A","b","Detected","120248"
"2022-03-22","Kuhasalo","Joensuu","98000","19700","qPCR A","","Detected","228727"
"2022-03-21","Aggregated","Aggregated","","","qPCR A","","","528397"
"2022-03-21","Suomenoja","Espoo","390000","148124","qPCR A","","Detected","849354"
"2022-03-21","Viikinmäki","Helsinki","910000","386616","qPCR A","","Detected","531886"
"2022-03-21","Paroinen","Hämeenlinna","66000","20207","qPCR A","b","Detected","415790"
"2022-03-21","Nenäinniemi","Jyväskylä","154600","38930","qPCR A","","Detected","599421"
"2022-03-21","Mäkikylä","Kouvola","67107","38127","qPCR A","","Detected","483327"
"2022-03-21","Lehtoniemi","Kuopio","95400","17710","qPCR A","","Detected","622310"
"2022-03-21","Toikansuo","Lappeenranta","63000","18639","qPCR A","","Detected","481087"
"2022-03-21","Taskila","Oulu","200000","36925","qPCR A","","Detected","192950"
"2022-03-21","Alheda","Jakobstad","30500","10010","qPCR A","b","Detected","269246"
"2022-03-21","Luotsinmäki","Pori","112000","35852","qPCR A","","Detected","127348"
"2022-03-21","Alakorkalo","Rovaniemi","55000","12178","qPCR A","","Detected","1309314"
"2022-03-21","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","21020","qPCR A","b","Detected","28281"
"2022-03-21","Viinikanlahti","Tampere","200000","77439","qPCR A","","Detected","680789"
"2022-03-21","Kakolanmäki","Turku","300000","121841","qPCR A","","Detected","624321"
"2022-03-21","Pått","Vaasa","69500","24926","qPCR A","b","Detected","271077"
"2022-03-14","Aggregated","Aggregated","","","qPCR A","","","503617"
"2022-03-14","Suomenoja","Espoo","390000","104872","qPCR A","b","Detected","592021"
"2022-03-14","Viikinmäki","Helsinki","910000","284301","qPCR A","","Detected","513270"
"2022-03-14","Paroinen","Hämeenlinna","66000","14386","qPCR A","","Detected","715819"
"2022-03-14","Kuhasalo","Joensuu","98000","15664","qPCR A","b","Detected","325896"
"2022-03-14","Nenäinniemi","Jyväskylä","154600","32927","qPCR A","","Detected","634345"
"2022-03-14","Mäkikylä","Kouvola","67107","20799","qPCR A","","Detected","407928"
"2022-03-14","Lehtoniemi","Kuopio","95400","14368","qPCR A","","Detected","344448"
"2022-03-14","Toikansuo","Lappeenranta","63000","15374","qPCR A","","Detected","204352"
"2022-03-14","Taskila","Oulu","200000","33781","qPCR A","","Detected","391719"
"2022-03-14","Luotsinmäki","Pori","112000","27813","qPCR A","","Detected","188527"
"2022-03-14","Viinikanlahti","Tampere","200000","63129","qPCR A","","Detected","671421"
"2022-03-14","Kakolanmäki","Turku","300000","84645","qPCR A","","Detected","566111"
"2022-03-14","Pått","Vaasa","69500","17217","qPCR A","","Detected","415675"
"2022-03-07","Aggregated","Aggregated","","","qPCR A","","","418305"
"2022-03-07","Suomenoja","Espoo","390000","108046","qPCR A","","Detected","576464"
"2022-03-07","Viikinmäki","Helsinki","910000","309920","qPCR A","","Detected","269460"
"2022-03-07","Paroinen","Hämeenlinna","66000","14594","qPCR A","","Detected","461907"
"2022-03-07","Kuhasalo","Joensuu","98000","15347","qPCR A","","Detected","463786"
"2022-03-07","Nenäinniemi","Jyväskylä","154600","31701","qPCR A","","Detected","614934"
"2022-03-07","Mäkikylä","Kouvola","67107","20520","qPCR A","","Detected","330182"
"2022-03-07","Lehtoniemi","Kuopio","95400","13015","qPCR A","","Detected","365297"
"2022-03-07","Toikansuo","Lappeenranta","63000","13648","qPCR A","","Detected","645065"
"2022-03-07","Taskila","Oulu","200000","39113","qPCR A","","Detected","291574"
"2022-03-07","Alakorkalo","Rovaniemi","55000","11719","qPCR A","","Detected","818796"
"2022-03-07","Viinikanlahti","Tampere","200000","63263","qPCR A","","Detected","820486"
"2022-03-07","Kakolanmäki","Turku","300000","82803","qPCR A","","Detected","618674"
"2022-03-07","Pått","Vaasa","69500","15678","qPCR A","","Detected","401350"
"2022-02-28","Aggregated","Aggregated","","","qPCR A","","","566270"
"2022-02-28","Suomenoja","Espoo","390000","127184","qPCR A","","Detected","746808"
"2022-02-28","Viikinmäki","Helsinki","910000","402824","qPCR A","","Detected","545481"
"2022-02-28","Paroinen","Hämeenlinna","66000","16733","qPCR A","","Detected","437570"
"2022-02-28","Kuhasalo","Joensuu","98000","15674","qPCR A","","Detected","598006"
"2022-02-28","Nenäinniemi","Jyväskylä","154600","31783","qPCR A","","Detected","940785"
"2022-02-28","Mäkikylä","Kouvola","67107","21775","qPCR A","","Detected","508966"
"2022-02-28","Lehtoniemi","Kuopio","95400","14659","qPCR A","","Detected","677976"
"2022-02-28","Toikansuo","Lappeenranta","63000","12596","qPCR A","","Detected","406835"
"2022-02-28","Taskila","Oulu","200000","40789","qPCR A","","Detected","233009"
"2022-02-28","Luotsinmäki","Pori","112000","26716","qPCR A","","Detected","200647"
"2022-02-28","Viinikanlahti","Tampere","200000","65630","qPCR A","","Detected","748238"
"2022-02-28","Kakolanmäki","Turku","300000","117641","qPCR A","","Detected","715375"
"2022-02-28","Pått","Vaasa","69500","15396","qPCR A","","Detected","432136"
"2022-02-21","Aggregated","Aggregated","","","qPCR A","","","505853"
"2022-02-21","Suomenoja","Espoo","390000","154841","qPCR A","","Detected","507732"
"2022-02-21","Viikinmäki","Helsinki","910000","476988","qPCR A","","Detected","398689"
"2022-02-21","Paroinen","Hämeenlinna","66000","14976","qPCR A","","Detected","227608"
"2022-02-21","Kuhasalo","Joensuu","98000","15900","qPCR A","","Detected","245507"
"2022-02-21","Nenäinniemi","Jyväskylä","154600","32821","qPCR A","","Detected","854185"
"2022-02-21","Mäkikylä","Kouvola","67107","24068","qPCR A","","Detected","239468"
"2022-02-21","Lehtoniemi","Kuopio","95400","15454","qPCR A","","Detected","395676"
"2022-02-21","Toikansuo","Lappeenranta","63000","13282","qPCR A","","Detected","1015510"
"2022-02-21","Taskila","Oulu","200000","41475","qPCR A","","Detected","365463"
"2022-02-21","Luotsinmäki","Pori","112000","26591","qPCR A","","Detected","198566"
"2022-02-21","Alakorkalo","Rovaniemi","55000","12256","qPCR A","","Detected","1070981"
"2022-02-21","Viinikanlahti","Tampere","200000","60267","qPCR A","","Detected","591087"
"2022-02-21","Kakolanmäki","Turku","300000","97876","qPCR A","","Detected","925290"
"2022-02-21","Pått","Vaasa","69500","15455","qPCR A","","Detected","328340"
"2022-02-14","Aggregated","Aggregated","","","qPCR A","","","395148"
"2022-02-14","Suomenoja","Espoo","390000","96975","qPCR A","","Detected","597088"
"2022-02-14","Viikinmäki","Helsinki","910000","303006","qPCR A","","Detected","264884"
"2022-02-14","Paroinen","Hämeenlinna","66000","12997","qPCR A","","Detected","3155965"
"2022-02-14","Kuhasalo","Joensuu","98000","15441","qPCR A","","Detected","257898"
"2022-02-14","Nenäinniemi","Jyväskylä","154600","30026","qPCR A","","Detected","238961"
"2022-02-14","Mäkikylä","Kouvola","67107","15653","qPCR A","b","Detected","82362"
"2022-02-14","Lehtoniemi","Kuopio","95400","14419","qPCR A","","Detected","693608"
"2022-02-14","Toikansuo","Lappeenranta","63000","12903","qPCR A","","Detected","249227"
"2022-02-14","Taskila","Oulu","200000","38093","qPCR A","","Detected","166556"
"2022-02-14","Luotsinmäki","Pori","112000","23741","qPCR A","","Detected","311817"
"2022-02-14","Viinikanlahti","Tampere","200000","61312","qPCR A","","Detected","769254"
"2022-02-14","Kakolanmäki","Turku","300000","70829","qPCR A","","Detected","686165"
"2022-02-14","Pått","Vaasa","69500","17717","qPCR A","","Detected","209672"
"2022-02-07","Aggregated","Aggregated","","","qPCR A","","","314909"
"2022-02-07","Suomenoja","Espoo","390000","89520","qPCR A","b","Detected","319265"
"2022-02-07","Viikinmäki","Helsinki","910000","278096","qPCR A","b","Detected","190957"
"2022-02-07","Paroinen","Hämeenlinna","66000","12913","qPCR A","b","Detected","201140"
"2022-02-07","Kuhasalo","Joensuu","98000","14231","qPCR A","b","Detected","55199"
"2022-02-07","Nenäinniemi","Jyväskylä","154600","30377","qPCR A","","Detected","610916"
"2022-02-07","Mäkikylä","Kouvola","67107","16592","qPCR A","","Detected","159544"
"2022-02-07","Lehtoniemi","Kuopio","95400","14404","qPCR A","","Detected","420816"
"2022-02-07","Toikansuo","Lappeenranta","63000","13245","qPCR A","b","Detected","152881"
"2022-02-07","Taskila","Oulu","200000","38183","qPCR A","b","Detected","196198"
"2022-02-07","Alheda","Jakobstad","30500","8099","qPCR A","b","Detected","96665"
"2022-02-07","Luotsinmäki","Pori","112000","22161","qPCR A","b","Detected","169977"
"2022-02-07","Alakorkalo","Rovaniemi","55000","12276","qPCR A","","Detected","422841"
"2022-02-07","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","14192","qPCR A","","Detected","943353"
"2022-02-07","Viinikanlahti","Tampere","200000","60832","qPCR A","b","Detected","514070"
"2022-02-07","Kakolanmäki","Turku","300000","94613","qPCR A","","Detected","723572"
"2022-02-07","Pått","Vaasa","69500","16927","qPCR A","b","Detected","77774"
"2022-01-31","Aggregated","Aggregated","","","qPCR A","","","126123"
"2022-01-31","Suomenoja","Espoo","390000","90629","qPCR A","","Detected","116291"
"2022-01-31","Viikinmäki","Helsinki","910000","261654","qPCR A","","Detected","130393"
"2022-01-31","Paroinen","Hämeenlinna","66000","13336","qPCR A","","Detected","35951"
"2022-01-31","Kuhasalo","Joensuu","98000","15607","qPCR A","","Detected","23401"
"2022-01-31","Nenäinniemi","Jyväskylä","154600","31997","qPCR A","","Detected","254813"
"2022-01-31","Mäkikylä","Kouvola","67107","16281","qPCR A","b","Detected","5129"
"2022-01-31","Lehtoniemi","Kuopio","95400","14042","qPCR A","","Detected","62175"
"2022-01-31","Toikansuo","Lappeenranta","63000","13337","qPCR A","","Detected","7265"
"2022-01-31","Taskila","Oulu","200000","37399","qPCR A","","Detected","93324"
"2022-01-31","Luotsinmäki","Pori","112000","22521","qPCR A","","Detected","32637"
"2022-01-31","Viinikanlahti","Tampere","200000","61801","qPCR A","","Detected","233024"
"2022-01-31","Kakolanmäki","Turku","300000","89933","qPCR A","","Detected","141570"
"2022-01-31","Pått","Vaasa","69500","15578","qPCR A","","Detected","22928"
"2022-01-24","Aggregated","Aggregated","","","qPCR A","","","994796"
"2022-01-24","Suomenoja","Espoo","390000","91800","qPCR A","","Detected","1095393"
"2022-01-24","Viikinmäki","Helsinki","910000","260332","qPCR A","","Detected","1406462"
"2022-01-24","Paroinen","Hämeenlinna","66000","13404","qPCR A","","Detected","563979"
"2022-01-24","Kuhasalo","Joensuu","98000","16292","qPCR A","","Detected","199702"
"2022-01-24","Nenäinniemi","Jyväskylä","154600","31294","qPCR A","","Detected","900737"
"2022-01-24","Mäkikylä","Kouvola","67107","16210","qPCR A","b","Detected","154189"
"2022-01-24","Lehtoniemi","Kuopio","95400","14276","qPCR A","","Detected","272396"
"2022-01-24","Toikansuo","Lappeenranta","63000","13327","qPCR A","","Detected","182770"
"2022-01-24","Taskila","Oulu","200000","41323","qPCR A","","Detected","270945"
"2022-01-24","Luotsinmäki","Pori","112000","22471","qPCR A","","Detected","124865"
"2022-01-24","Alakorkalo","Rovaniemi","55000","9417","qPCR A","b","Detected","106213"
"2022-01-24","Viinikanlahti","Tampere","200000","62877","qPCR A","","Detected","818514"
"2022-01-24","Kakolanmäki","Turku","300000","72275","qPCR A","","Detected","1136857"
"2022-01-24","Pått","Vaasa","69500","15848","qPCR A","","Detected","397666"
"2022-01-17","Aggregated","Aggregated","","","qPCR A","","","759793"
"2022-01-17","Suomenoja","Espoo","390000","94787","qPCR A","","Detected","1056924"
"2022-01-17","Viikinmäki","Helsinki","910000","282889","qPCR A","","Detected","1166839"
"2022-01-17","Paroinen","Hämeenlinna","66000","13677","qPCR A","","Detected","472433"
"2022-01-17","Kuhasalo","Joensuu","98000","14751","qPCR A","","Detected","198104"
